index	headword	pos	definition	notes:bookkeeping	Transcription:Armenian	Transcription	UR	Declension class	Verb Regularity	Regular category	Subclass	Class number
24115	ծանուցում	noun	Notice, advertisement, notification.		ծանուցում	d͡z ɑ n u t͡s ú m	Rծան-ուց-ում	Potential -um suffix				
24116	ծանր	adjective	Heavy, weighty, massive; grave, laborious, hard, onerous.		ծանըր	d͡z ɑ́ n ə ɾ	Rծանր	Adjective				
24117	ծանրաբան	adjective	Rigid, severe, sharp, pungent, biting.		ծանրաբան	d͡z ɑ n ɾ ɑ p ɑ́ n	Rծանր-ա+Rբան	Adjective				
24118	ծանրաբարձ	noun	Lifting jack.		ծանրաբարձ	d͡z ɑ n ɾ ɑ p ɑ́ ɾ t͡s	Rծանր-ա+Rբարձ	Regular?				
24119	ծանրաբարոյ	adjective	Grave, serious, sober, reserved; proud.		ծանրաբարո	d͡z ɑ n ɾ ɑ p ɑ ɾ ó	Rծանր-ա+Rբարո	Adjective				
24120	ծանրաբարոյութիւն	noun	Seriousness, gravity.		ծանրաբարոյութիւն	d͡z ɑ n ɾ ɑ p ɑ ɾ o j u t ʏ́ n	Rծանր-ա+Rբարո-ութիւն	Suffix utjun				
24121	ծանրաբեկ	adjective	Overpowered, crushed; overwhelming.		ծանրաբեկ	d͡z ɑ n ɾ ɑ p é ɡ	Rծանր-ա+Rբեկ	Adjective				
24122	ծանրաբեռն	adjective	Heavy loaded, over-burdened, burdensome, onerous.		ծանրաբեռըն	d͡z ɑ n ɾ ɑ p é ɾ ə n	Rծանր-ա+Rբեռն	Adjective				
24123	ծանրաբեռնել	verb active	To overload, to overburden, to oppress.		ծանրաբեռնել	d͡z ɑ n ɾ ɑ p e ɾ n é l	Rծանր-ա+Rբեռն-ե-լ		Regular	E-Class		2
24124	ծանրաբեռնիչ	adjective	Burdensome, onerous.		ծանրաբեռնիչ	d͡z ɑ n ɾ ɑ p e ɾ n í t͡ʃ	Rծանր-ա+Rբեռն-իչ	Adjective				
24125	ծանրաբեռնութիւն	noun	Overloading, surcharge.		ծանրաբեռնութիւն	d͡z ɑ n ɾ ɑ p e ɾ n u t ʏ́ n	Rծանր-ա+Rբեռն-ութիւն	Suffix utjun				
24126	ծանրաբերձ	noun	Jackscrew.		ծանրաբերձ	d͡z ɑ n ɾ ɑ p é ɾ t͡s	Rծանր-ա+Rբերձ	Adjective				
24127	ծանրաբերձ	adjective	Heavy, weighty, ponderous.		ծանրաբերձ	d͡z ɑ n ɾ ɑ p é ɾ t͡s	Rծանր-ա+Rբերձ	Regular?				
24128	ծանրագին	adjective	Dear, costly, precious, of great price, expensive.		ծանրագին	d͡z ɑ n ɾ ɑ k í n	Rծանր-ա+Rգին	Adjective				
24129	ծանրագլխութիւն	noun	Seriousness, dignity, solemnity.		ծանրագըլխութիւն	d͡z ɑ n ɾ ɑ k ə l χ u t ʏ́ n	Rծանր-ա+Rգլուխ-ութիւն	Suffix utjun				
24130	ծանրագլուխ	adjective	Serious, grave, sober.		ծանրագըլուխ	d͡z ɑ n ɾ ɑ k ə l ú χ	Rծանր-ա+Rգլուխ	Adjective				
24131	ծանրագնաց	adjective	Slowly pacing, sluggish, lingering.		ծանրագընաց	d͡z ɑ n ɾ ɑ k ə n ɑ́ t͡s	Rծանր-ա+Rգն-ա-ց	Adjective				
24132	ծանրագնի	adjective	same as Ծանրագին։		ծանրագընի	d͡z ɑ n ɾ ɑ k ə n í	Rծանր-ա+Rգին-ի	Adjective				
24133	ծանրագոյն	adjective	Heavier, heaviest.		ծանրագույն	d͡z ɑ n ɾ ɑ k ú j n	Rծանր-ա+Rգույն	Adjective				
24134	ծանրագործ	adjective	Flagitious, villainous, vile, criminal.		ծանրագործ	d͡z ɑ n ɾ ɑ k ó ɾ d͡z	Rծանր-ա+Rգործ	Adjective				
24135	ծանրադիւութիւն	noun	Misfortune.		ծանրադիվութիւն	d͡z ɑ n ɾ ɑ t i v u t ʏ́ n	Rծանր-ա+Rդեվ-ութիւն	Suffix utjun				
24136	ծանրազէն	adjective	Heavy-armed.		ծանրազէն	d͡z ɑ n ɾ ɑ z é n	Rծանր-ա+Rզէն	Adjective				
24137	ծանրաթախիծ	adjective	Mournful, sorrowful, melancholy, sad.		ծանրաթախիծ	d͡z ɑ n ɾ ɑ t ɑ χ í d͡z	Rծանր-ա+Rթախիծ	Adjective				
24138	ծանրալեզու	adjective	Lisping, stammering, stuttering, of a slow tongue, tongue-tied.		ծանրալեզու	d͡z ɑ n ɾ ɑ l e z ú	Rծանր-ա+Rլեզու	Adjective				
24139	ծանրալիր	adjective	Motionless, immovable; heavy.		ծանրալիր	d͡z ɑ n ɾ ɑ l í ɾ	Rծանր-ա+Rլիր	Adjective				
24140	ծանրալուծ	adjective	Oppressive, insupportable; burdenous.		ծանրալուծ	d͡z ɑ n ɾ ɑ l ú d͡z	Rծանր-ա+Rլուծ	Adjective				
24141	ծանրախօսութիւն	noun	Impediment in speech.		ծանրախօսութիւն	d͡z ɑ n ɾ ɑ χ o s u t ʏ́ n	Rծանր-ա+Rխօս-ութիւն	Suffix utjun				
24142	ծանրակաց	adjective	Serious, sober, grave.		ծանրակաց	d͡z ɑ n ɾ ɑ ɡ ɑ́ t͡s	Rծանր-ա+Rկաց	Adjective				
24143	ծանրակիր	adjective	Heavy, onerous, insupportable.		ծանրակիր	d͡z ɑ n ɾ ɑ ɡ í ɾ	Rծանր-ա+Rկիր	Adjective				
24144	ծանրակշիռ	adjective	Heavy, grave, weighty.		ծանրակըշիռ	d͡z ɑ n ɾ ɑ ɡ ə ʃ í ɾ	Rծանր-ա+Rկշիռ	Adjective				
24145	ծանրակշռութիւն	noun	Gravity, importance.		ծանրակըշռութիւն	d͡z ɑ n ɾ ɑ ɡ ə ʃ ɾ u t ʏ́ n	Rծանր-ա+Rկշիռ-ութիւն	Suffix utjun				
24146	ծանրահարկել	verb active	To overtax.		ծանրահարկել	d͡z ɑ n ɾ ɑ h ɑ ɾ ɡ é l	Rծանր-ա+Rհարկ-ե-լ		Regular	E-Class		2
24147	ծանրահոտութիւն	noun	Stink, fetidness.		ծանրահոտութիւն	d͡z ɑ n ɾ ɑ h o d u t ʏ́ n	Rծանր-ա+Rհոտ-ութիւն	Suffix utjun				
24148	ծանրաձայն	noun	(med.) Heaviness of voice, baryphonia.		ծանրաձայն	d͡z ɑ n ɾ ɑ t͡s ɑ́ j n	Rծանր-ա+Rձայն	Adjective				
24149	ծանրաձայն	adjective	Sounding, resonant: of unknown speech.		ծանրաձայն	d͡z ɑ n ɾ ɑ t͡s ɑ́ j n	Rծանր-ա+Rձայն	Regular?				
24150	ծանրաձեռն	adjective	Heavy-handed.		ծանրաձեռըն	d͡z ɑ n ɾ ɑ t͡s é ɾ ə n	Rծանր-ա+Rձեռն	Adjective				
24151	ծանրամարմին	adjective	Corpulent, fleshy, plump.		ծանրամարմին	d͡z ɑ n ɾ ɑ m ɑ ɾ m í n	Rծանր-ա+Rմարմին	Adjective				
24152	ծանրամիտ	adjective	Stupid; peevish.		ծանրամիտ	d͡z ɑ n ɾ ɑ m í d	Rծանր-ա+Rմիտ	Adjective				
24153	ծանրանալ	verb neutre	To grow, to weigh heavy, to grow worse, to be aggravated.		ծանրանալ	d͡z ɑ n ɾ ɑ n ɑ́ l	Rծանր-ա-ն-ա-լ		Regular	Inchoative		20
24154	ծանրանաւել	verb neutre	To navigate, to sail, to row slowly.		ծանրանավել	d͡z ɑ n ɾ ɑ n ɑ v é l	Rծանր-ա+Rնավ-ե-լ		Regular	E-Class		2
24155	ծանրանդամ	adjective	Lubber, lout, plump; blockhead.		ծանրանդամ	d͡z ɑ n ɾ ɑ n t ɑ́ m	Rծանր+Rանդամ	Adjective				
24156	ծանրաշարժ	adjective	Slow, tardy, heavy, sluggish, lingering.		ծանրաշարժ	d͡z ɑ n ɾ ɑ ʃ ɑ́ ɾ ʒ	Rծանր-ա+Rշարժ	Adjective				
24157	ծանրաշնչութիւն	noun	Asthma, shortness of breath.		ծանրաշընչութիւն	d͡z ɑ n ɾ ɑ ʃ ə n t͡ʃ u t ʏ́ n	Rծանր-ա+Rշունչ-ութիւն	Suffix utjun				
24158	ծանրաշունչ	adjective	Asthmatical, asthmatic.		ծանրաշունչ	d͡z ɑ n ɾ ɑ ʃ ú n t͡ʃ	Rծանր-ա+Rշունչ	Adjective				
24159	ծանրաչափ	noun	Barometer, weatherglass, gravimeter.		ծանրաչափ	d͡z ɑ n ɾ ɑ t͡ʃ ɑ́ p	Rծանր-ա+Rչափ	Regular?				
24160	ծանրաչափական	adjective	Barometrical.		ծանրաչափական	d͡z ɑ n ɾ ɑ t͡ʃ ɑ p ɑ ɡ ɑ́ n	Rծանր-ա+Rչափ-ական	Adjective				
24161	ծանրաչափութիւն	noun	Gravimetry.		ծանրաչափութիւն	d͡z ɑ n ɾ ɑ t͡ʃ ɑ p u t ʏ́ n	Rծանր-ա+Rչափ-ութիւն	Suffix utjun				
24162	ծանրապատիւ	adjective	see Պատուական։		ծանրապատիվ	d͡z ɑ n ɾ ɑ b ɑ d í v	Rծանր-ա+Rպատիվ	Adjective				
24163	ծանրապէս	adverb	Heavily, gravely, seriously.		ծա՛նրապէս	d͡z ɑ́ n ɾ ɑ b e s	Rծանր-ապէս	Adverb				
24164	ծանրաջերմագիր	noun	Barothermograph.		ծանրաջերմագիր	d͡z ɑ n ɾ ɑ t͡ʃ e ɾ m ɑ k í ɾ	Rծանր-ա+Rջերմ-ա+Rգիր	Regular?				
24165	ծանրասիրտ	adjective	Heavy-hearted, obdurate, callous; slow, tardy, heavy, lingering.		ծանրասիրտ	d͡z ɑ n ɾ ɑ s í ɾ d	Rծանր-ա+Rսիրտ	Adjective				
24166	ծանրասրտութիւն	noun	Obduracy, hardness, callousness.		ծանրասըրտութիւն	d͡z ɑ n ɾ ɑ s ə ɾ d u t ʏ́ n	Rծանր-ա+Rսիրտ-ութիւն	Suffix utjun				
24167	ծանրատաղտուկ	adjective	Burdensome, tiresome, tedious, wearisome, importunate, annoying, dull.		ծանրատաղտուկ	d͡z ɑ n ɾ ɑ d ɑ ʁ d ú ɡ	Rծանր-ա+Rտաղտ-ուկ	Adjective				
24168	ծանրատար	adjective	Heavy to support, to sustain.		ծանրատար	d͡z ɑ n ɾ ɑ d ɑ́ ɾ	Rծանր-ա+Rտար	Adjective				
24169	ծանրարթուն	adjective	Hard to awake, to revive; sleepy, drowsy.		ծանրարթուն	d͡z ɑ n ɾ ɑ ɾ t ú n	Rծանր+Rարթ-ուն	Adjective				
24170	ծանրացասումն	adjective	Strained, inflamed, excited.		ծանրացասումըն	d͡z ɑ n ɾ ɑ t͡s ɑ s ú m ə n	Rծանր-ա+Rցաս-ումն	Adjective				
24171	ծանրացնել	verb active	To increase in weight, to render heavy, to overload, to aggravate, to augment.		ծանրացընել	d͡z ɑ n ɾ ɑ t͡s ə n é l	Rծանր-ա-ցն-ե-լ		Regular	Causative	Basic	10
24172	ծանրացնող	adjective	Aggravating, making more heinous.		ծանրացընող	d͡z ɑ n ɾ ɑ t͡s ə n ó ʁ	Rծանր-ա-ցն-ող	Adjective				
24173	ծանրացում	noun	Aggravation; addition.		ծանրացում	d͡z ɑ n ɾ ɑ t͡s ú m	Rծանր-ա-ց-ում	Potential -um suffix				
24174	ծանրացուցիչ	adjective	Aggravating, making more heinous.		ծանրացուցիչ	d͡z ɑ n ɾ ɑ t͡s u t͡s í t͡ʃ	Rծանր-ա-ցու-ց-իչ	Adjective				
24175	ծանրաքայլ	adverb	Slowly, with slow steps, slow-gaited.		ծանրաքայլ	d͡z ɑ n ɾ ɑ k ɑ́ j l	Rծանր-ա+Rքայլ	Adverb				
24176	ծանրաքար	noun	Tungstite.		ծանրաքար	d͡z ɑ n ɾ ɑ k ɑ́ ɾ	Rծանր-ա+Rքար	Regular?				
24177	ծանրաքուն	adjective	Sound sleeper, dreadfully sleepy.		ծանրաքուն	d͡z ɑ n ɾ ɑ k ú n	Rծանր-ա+Rքուն	Adjective				
24178	ծանրողութիւն	noun	Gravitation.		ծանրողութիւն	d͡z ɑ n ɾ o ʁ u t ʏ́ n	Rծանր-ող-ութիւն	Suffix utjun				
24179	ծանրոց	noun	Weight, baggage, furniture, chattels.		ծանրոց	d͡z ɑ n ɾ ó t͡s	Rծանր-ոց	Regular?				
24180	ծանրութիւն	noun	Weight, heaviness: gravity: charge, load, burden.		ծանրութիւն	d͡z ɑ n ɾ u t ʏ́ n	Rծանր-ութիւն	Suffix utjun				
24181	ծանօթ	noun, adjective	Knowing, known, manifest; acquaintance.		ծանօթ	d͡z ɑ n ó t	Rծան-օթ	Multi-POS				
24182	ծանօթաբանութիւն	noun	Annotation; note.		ծանօթաբանութիւն	d͡z ɑ n o t ɑ p ɑ n u t ʏ́ n	Rծան-օթ-ա+Rբան-ութիւն	Suffix utjun				
24183	ծանօթագիր	noun	Marginal note.		ծանօթագիր	d͡z ɑ n o t ɑ k í ɾ	Rծան-օթ-ա+Rգիր	Regular?				
24184	ծանօթագրել	verb active	To annotate, to make notes on.		ծանօթագըրել	d͡z ɑ n o t ɑ k ə ɾ é l	Rծան-օթ-ա+Rգիր-ե-լ		Regular	E-Class		2
24185	ծանօթագրութիւն	noun	Annotation; note.		ծանօթագըրութիւն	d͡z ɑ n o t ɑ k ə ɾ u t ʏ́ n	Rծան-օթ-ա+Rգիր-ութիւն	Suffix utjun				
24186	ծանօթանալ	verb active	to acquire knowledge of, to know, to be acquainted, to make the acquaintance of.		ծանօթանալ	d͡z ɑ n o t ɑ n ɑ́ l	Rծան-օթ-ա-ն-ա-լ		Regular	Inchoative		20
24187	ծանօթատետր	noun	Memorandum; notebook.		ծանօթատետըր	d͡z ɑ n o t ɑ d é d ə ɾ	Rծան-օթ-ա+Rտետր	Regular?				
24188	ծանօթարար	noun	Annotator.		ծանօթարար	d͡z ɑ n o t ɑ ɾ ɑ́ ɾ	Rծան-օթ-արար	Regular?				
24189	ծանօթացնել	verb active	To make someone's acquaintance.		ծանօթացընել	d͡z ɑ n o t ɑ t͡s ə n é l	Rծան-օթ-ա-ցն-ե-լ		Regular	Causative	Basic	10
24190	ծանօթութիւն	noun	Knowledge, note, notion, annotation, acquaintance, information, familiarity.		ծանօթութիւն	d͡z ɑ n o t u t ʏ́ n	Rծան-օթ-ութիւն	Suffix utjun				
24191	ծանօթումն	noun	Knowledge, note, notion, annotation, acquaintance, information, familiarity.		ծանօթումըն	d͡z ɑ n o t ú m ə n	Rծան-օթ-ումն	Potential -um(n) suffix				
24192	ծառ	noun	Tree.		ծառ	d͡z ɑ́ ɾ	Rծառ	Regular?				
24193	ծառաբան	noun	Dendrologist.		ծառաբան	d͡z ɑ ɾ ɑ p ɑ́ n	Rծառ-ա+Rբան	Regular?				
24194	ծառաբանութիւն	noun	Dendrology, a treatise on trees.		ծառաբանութիւն	d͡z ɑ ɾ ɑ p ɑ n u t ʏ́ n	Rծառ-ա+Rբան-ութիւն	Suffix utjun				
24195	ծառաբնակ	adjective	Dendrophilous; arboricole.		ծառաբընակ	d͡z ɑ ɾ ɑ p ə n ɑ́ ɡ	Rծառ-ա+Rբուն-ակ	Adjective				
24196	ծառաբնդիռ	noun	May-bug, cockchafer.		ծառաբընդիռ	d͡z ɑ ɾ ɑ p ə n t í ɾ	Rծառ-ա+Rբնդիռ	Regular?				
24197	ծառաբոյս	noun	(bot.) Epidendrum.		ծառաբույս	d͡z ɑ ɾ ɑ p ú j s	Rծառ-ա+Rբույս	Regular?				
24198	ծառաբուն	noun	Trunk, stock.		ծառաբուն	d͡z ɑ ɾ ɑ p ú n	Rծառ-ա+Rբուն	Regular?				
24199	ծառագնաց	noun	Dendrobat.		ծառագընաց	d͡z ɑ ɾ ɑ k ə n ɑ́ t͡s	Rծառ-ա+Rգն-ա-ց	Regular?				
24200	ծառագոթի	adjective	Dendrolater.		ծառագոթի	d͡z ɑ ɾ ɑ k o t í	Rծառ-ա+Rգոթի	Adjective				
24201	ծառագորտ	noun	Tree-toad.		ծառագորտ	d͡z ɑ ɾ ɑ k ó ɾ d	Rծառ-ա+Rգորտ	Regular?				
24202	ծառագրութիւն	noun	Dendrography.		ծառագըրութիւն	d͡z ɑ ɾ ɑ k ə ɾ u t ʏ́ n	Rծառ-ա+Rգիր-ութիւն	Suffix utjun				
24203	ծառադարման	noun	Arborist.		ծառադարման	d͡z ɑ ɾ ɑ t ɑ ɾ m ɑ́ n	Rծառ-ա+Rդարման	Regular?				
24204	ծառադարմանութիւն	noun	Arboriculture, cultivation of trees.		ծառադարմանութիւն	d͡z ɑ ɾ ɑ t ɑ ɾ m ɑ n u t ʏ́ n	Rծառ-ա+Rդարման-ութիւն	Suffix utjun				
24205	ծառազարդ	adjective	Arbored (garden), ornamented with trees.		ծառազարդ	d͡z ɑ ɾ ɑ z ɑ́ ɾ t	Rծառ-ա+Rզարդ	Adjective				
24206	ծառազերծել	verb active	To clear of trees.		ծառազերծել	d͡z ɑ ɾ ɑ z e ɾ d͡z é l	Rծառ-ա+Rզերծ-ե-լ		Regular	E-Class		2
24207	ծառազերծում	noun	Clearing of trees.		ծառազերծում	d͡z ɑ ɾ ɑ z e ɾ d͡z ú m	Rծառ-ա+Rզերծ-ում	Potential -um suffix				
24208	ծառախիտ	adjective	Woody, abounding in trees, sylvan.		ծառախիտ	d͡z ɑ ɾ ɑ χ í d	Rծառ-ա+Rխիտ	Adjective				
24209	ծառակազմ	adjective	Arborous.		ծառակազմ	d͡z ɑ ɾ ɑ ɡ ɑ́ z m	Rծառ-ա+Rկազմ	Adjective				
24210	ծառակալ	noun	Espalier.		ծառակալ	d͡z ɑ ɾ ɑ ɡ ɑ́ l	Rծառ-ա+Rկալ	Regular?				
24211	ծառակեր	adjective	(միջատ) Dendrophagous.		ծառակեր	d͡z ɑ ɾ ɑ ɡ é ɾ	Rծառ-ա+Rկեր	Adjective				
24212	ծառակերպ	adjective	Dendroid; arborescent.		ծառակերպ	d͡z ɑ ɾ ɑ ɡ é ɾ b	Rծառ-ա+Rկերպ	Adjective				
24213	ծառահաւ	noun	Wall-creeper.		ծառահավ	d͡z ɑ ɾ ɑ h ɑ́ v	Rծառ-ա+Rհավ	Irregular -u				
24214	ծառաձեւ	adjective	Arboriform, dendriform, dendrodic.		ծառաձեվ	d͡z ɑ ɾ ɑ t͡s é v	Rծառ-ա+Rձեվ	Adjective				
24215	ծառաճպուռն	noun	Tree-hopper.		ծառաճըպուռն	d͡z ɑ ɾ ɑ d͡ʒ ə b ú ɾ n	Rծառ-ա+Rճպուռն	Regular?				
24216	ծառամեկոն	noun	Tree-poppy.		ծառամեկոն	d͡z ɑ ɾ ɑ m e ɡ ó n	Rծառ-ա+Rմեկոն	Regular?				
24217	ծառամշակ	noun	Arborator, arboriculturist.		ծառամըշակ	d͡z ɑ ɾ ɑ m ə ʃ ɑ́ ɡ	Rծառ-ա+Rմշակ	Regular?				
24218	ծառամշակութիւն	noun	Arboriculture, cultivation of trees.		ծառամըշակութիւն	d͡z ɑ ɾ ɑ m ə ʃ ɑ ɡ u t ʏ́ n	Rծառ-ա+Rմշակ-ութիւն	Suffix utjun				
24219	ծառամուկ	noun	Dormouse.		ծառամուկ	d͡z ɑ ɾ ɑ m ú ɡ	Rծառ-ա+Rմուկ	Irregular ner				
24220	ծառայ	noun	Man-servant, domestic, waiter, valet; menial.		ծառա	d͡z ɑ ɾ ɑ́	Rծառա	Regular?				
24221	ծառայաբար	adverb	Servilely, menially; slavishly.		ծառա՛յաբար	d͡z ɑ ɾ ɑ́ j ɑ p ɑ ɾ	Rծառա-աբար	Adverb				
24222	ծառայաբարոյ	adjective	Servile, slavish, vulgar.		ծառայաբարո	d͡z ɑ ɾ ɑ j ɑ p ɑ ɾ ó	Rծառա-ա+Rբարո	Adjective				
24223	ծառայագործութիւն	noun	Service, servitude.		ծառայագործութիւն	d͡z ɑ ɾ ɑ j ɑ k o ɾ d͡z u t ʏ́ n	Rծառա-ա+Rգործ-ութիւն	Suffix utjun				
24224	ծառայազունք	adjective	Of slavish birth, descent.		ծառայազունք	d͡z ɑ ɾ ɑ j ɑ z ú ŋ k	Rծառա+Rազունք	Adjective				
24225	ծառայական	adjective	Servile, menial; slavish.		ծառայական	d͡z ɑ ɾ ɑ j ɑ ɡ ɑ́ n	Rծառա-ական	Adjective				
24226	ծառայականութիւն	noun	Servileness, servility, slavishness.		ծառայականութիւն	d͡z ɑ ɾ ɑ j ɑ ɡ ɑ n u t ʏ́ n	Rծառա-ական-ութիւն	Suffix utjun				
24227	ծառայակերպ	adjective	Domestic like, humble, like a servant.		ծառայակերպ	d͡z ɑ ɾ ɑ j ɑ ɡ é ɾ b	Rծառա-ա+Rկերպ	Adjective				
24228	ծառայակից	adjective	Comrade of service, fellow-servant.		ծառայակից	d͡z ɑ ɾ ɑ j ɑ ɡ í t͡s	Rծառա-ա+Rկից	Adjective				
24229	ծառայամիտ	adjective	Servile, slavish, low, mean.		ծառայամիտ	d͡z ɑ ɾ ɑ j ɑ m í d	Rծառա-ա+Rմիտ	Adjective				
24230	ծառայամտութիւն	noun	Servility.		ծառայամըտութիւն	d͡z ɑ ɾ ɑ j ɑ m ə d u t ʏ́ n	Rծառա-ա+Rմիտ-ութիւն	Suffix utjun				
24231	ծառայանալ	verb neutre	To be a servant, to serve.		ծառայանալ	d͡z ɑ ɾ ɑ j ɑ n ɑ́ l	Rծառա-ա-ն-ա-լ		Regular	Inchoative		20
24232	ծառայատոհմ	adjective	Of servile race.		ծառայատոհմ	d͡z ɑ ɾ ɑ j ɑ d ó h m	Rծառա-ա+Rտոհմ	Adjective				
24233	ծառայել	verb active	To serve, to wait upon, to make service.		ծառայել	d͡z ɑ ɾ ɑ j é l	Rծառա-ե-լ		Regular	E-Class		2
24234	ծառայեցնել	verb active	To subject, to subdue, to enslave.		ծառայեցընել	d͡z ɑ ɾ ɑ j e t͡s ə n é l	Rծառա-ե-ցն-ե-լ		Regular	Causative	Basic	10
24235	ծառայեցուցիչ	adjective	Enslaving, submitting, subjecting.		ծառայեցուցիչ	d͡z ɑ ɾ ɑ j e t͡s u t͡s í t͡ʃ	Rծառա-ե-ցու-ց-իչ	Adjective				
24236	ծառային	adjective	arboreal, arborary.		ծառային	d͡z ɑ ɾ ɑ j í n	Rծառ-ային	Adjective				
24237	ծառայող	adjective	Servant, servitor.		ծառայող	d͡z ɑ ɾ ɑ j ó ʁ	Rծառա-ող	Adjective				
24238	ծառայողութիւն	noun	Servility, duty of a valet.		ծառայողութիւն	d͡z ɑ ɾ ɑ j o ʁ u t ʏ́ n	Rծառա-ող-ութիւն	Suffix utjun				
24239	ծառայորեար	noun	Pack of men-servant, footmen.		ծառայորյար	d͡z ɑ ɾ ɑ j o ɾ j ɑ́ ɾ	Rծառա+Rոր-յար	Regular?				
24240	ծառայութիւն	noun	Service, servitude, subjection, vassalage, bondage, employ, employment; yoke.		ծառայութիւն	d͡z ɑ ɾ ɑ j u t ʏ́ n	Rծառա-ութիւն	Suffix utjun				
24241	ծառան	noun	Penis.		ծառան	d͡z ɑ ɾ ɑ́ n	Rծառան	Regular?				
24242	ծառանալ	verb neutre	To revolt, to rebel, to stand erect; to rise.		ծառանալ	d͡z ɑ ɾ ɑ n ɑ́ l	Rծառ-ա-ն-ա-լ		Regular	Inchoative		20
24243	ծառանկար	adjective	Dendritical.		ծառանըկար	d͡z ɑ ɾ ɑ n ə ɡ ɑ́ ɾ	Rծառ-ա+Rնկար	Adjective				
24244	ծառանման	adjective	Arborescent.		ծառանըման	d͡z ɑ ɾ ɑ n ə m ɑ́ n	Rծառ-ա+Rնման	Adjective				
24245	ծառաշատ	adjective	Tree-clad, woody, abounding in trees.		ծառաշատ	d͡z ɑ ɾ ɑ ʃ ɑ́ d	Rծառ-ա+Rշատ	Adjective				
24246	ծառաչափ	adjective	Dendrometer.		ծառաչափ	d͡z ɑ ɾ ɑ t͡ʃ ɑ́ p	Rծառ-ա+Rչափ	Adjective				
24247	ծառապաշտութիւն	noun	Worship of trees.		ծառապաշտութիւն	d͡z ɑ ɾ ɑ b ɑ ʃ t u t ʏ́ n	Rծառ-ա+Rպաշտ-ութիւն	Suffix utjun				
24248	ծառապատնէշ	noun	Palisade, paling.		ծառապատնէշ	d͡z ɑ ɾ ɑ b ɑ d n é ʃ	Rծառ-ա+Rպատնէշ	regular?				
24249	ծառապտեր	noun	Tree fern.		ծառապըտեր	d͡z ɑ ɾ ɑ b ə d é ɾ	Rծառ-ա+Rպտեր	Regular?				
24250	ծառասէր	adjective	Dendrophilous.		ծառասէր	d͡z ɑ ɾ ɑ s é ɾ	Rծառ-ա+Rսէր	Adjective				
24251	ծառաստան	noun	Coppice, grove, wood, arboretum.		ծառաստան	d͡z ɑ ɾ ɑ s t ɑ́ n	Rծառ-աստան	Regular?				
24252	ծառատած	noun	Arborist.		ծառատած	d͡z ɑ ɾ ɑ d ɑ́ d͡z	Rծառ-ա+Rտած	Regular?				
24253	ծառատածութիւն	noun	Arboriculture.		ծառատածութիւն	d͡z ɑ ɾ ɑ d ɑ d͡z u t ʏ́ n	Rծառ-ա+Rտած-ութիւն	Suffix utjun				
24254	ծառատամ	adjective	Dendrodont.		ծառատամ	d͡z ɑ ɾ ɑ d ɑ́ m	Rծառ+Rատամ	Adjective				
24255	ծառատունկ	noun	Wood, grove, trees; boulevard; forest.		ծառատունկ	d͡z ɑ ɾ ɑ d ú ŋ ɡ	Rծառ-ա+Rտունկ	Regular?				
24256	ծառացնել	verb active	To raise, to lift.		ծառացընել	d͡z ɑ ɾ ɑ t͡s ə n é l	Rծառ-ա-ցն-ե-լ		Regular	Causative	Basic	10
24257	ծառացում	noun	Arborization.		ծառացում	d͡z ɑ ɾ ɑ t͡s ú m	Rծառ-ա-ց-ում	Potential -um suffix				
24258	ծառաւէտ	adjective	Woody, wooded, abounding in trees.		ծառավէտ	d͡z ɑ ɾ ɑ v é d	Rծառ-ավէտ	Adjective				
